DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2023-0123-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Serasan District (Riau Islands),Heavy rains,,No,No,No,,,,,,,2023,3,6,2023,3,6,55,8,1200,,1208,,,,,,,100,,2023-03-15,2023-09-26
2023-0125-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,Bandeirantes (Paraná state),Heavy rains,,No,No,Yes,,,Km2,,,,2023,3,5,2023,3,6,,,750,,750,,,,,95000,95000,100,"[{""adm2_code"":9118,""adm2_name"":""Bandeirantes""}]",2023-03-15,2024-01-26
2023-0126-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Chone Canton (Manabí); Guayas; Los Ríos, Santa Elena, Cotopaxi, El Oro, Santo Domingo de Los Tsáchilas, Imbabura, Esmeraldas, and Chimborazo",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,1,1,2023,4,23,30,37,66727,,66764,,,,,205000,205000,100,"[{""adm1_code"":1139,""adm1_name"":""Chimborazo""},{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1141,""adm1_name"":""El Oro""},{""adm1_code"":1142,""adm1_name"":""Esmeraldas""},{""adm1_code"":1145,""adm1_name"":""Imbabura""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":22005,""adm1_name"":""Guayas""},{""adm1_code"":22007,""adm1_name"":""Santa Elena""},{""adm1_code"":22008,""adm1_name"":""Santo Domingo de los Tsachilas""},{""adm2_code"":15473,""adm2_name"":""Chone""}]",2023-03-15,2024-01-29
2023-0127-IDN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IDN,Indonesia,South-eastern Asia,Asia,"Konawe Regency, Southeast Sulawesi and Central Sulawesi provinces",,,No,No,No,,,Kph,,,,2023,3,5,2023,3,5,1,3,650,,653,,,,,,,100,,2023-03-15,2023-09-26
2023-0128-VUT,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000030,Tropical cyclone 'Kevin',VUT,Vanuatu,Melanesia,Oceania,"Sanma, Penama, Malampa, Shefa and Tafea Provinces",,,No,No,Yes,,,Kph,,,,2023,3,2,2023,3,4,,,251356,,251356,,,,,,,100,"[{""adm1_code"":3296,""adm1_name"":""Malampa""},{""adm1_code"":3297,""adm1_name"":""Penama""},{""adm1_code"":3298,""adm1_name"":""Sanma""},{""adm1_code"":3299,""adm1_name"":""Shefa""},{""adm1_code"":3300,""adm1_name"":""Tafea""}]",2023-03-15,2023-09-26
2023-0129-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Daguragu, Kalkarindji, Pigeon Hole and Palumpa in the Victoria Daly Region",Heavy rains,,No,No,No,,,Km2,,,Victoria river,2023,3,1,2023,3,3,,,700,,700,,,,,,,100,,2023-03-15,2023-09-26
2023-0135-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Monterey, Merced and Tulare Counties (California); Nevada",,Flood|Snow/ice,No,No,Yes,,,Kph,,,,2023,3,9,2023,3,12,3,,551,,551,,,,,255000,255000,100,"[{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm2_code"":28888,""adm2_name"":""Merced""},{""adm2_code"":28891,""adm2_name"":""Monterey""},{""adm2_code"":28918,""adm2_name"":""Tulare""}]",2023-03-16,2024-01-26
2023-0137-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,"Cajamarca, La Libertad, Lambayeque, Ancash, Lima, Piura, Arequipa and Tumbes, departments.","Heavy rains, cyclone Yaku","Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,1,1,2023,3,29,71,,410000,,410000,,,,,,,100,"[{""adm1_code"":2329,""adm1_name"":""Ancash""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2333,""adm1_name"":""Cajamarca""},{""adm1_code"":2340,""adm1_name"":""La Libertad""},{""adm1_code"":2341,""adm1_name"":""Lambayeque""},{""adm1_code"":2342,""adm1_name"":""Lima""},{""adm1_code"":2347,""adm1_name"":""Piura""},{""adm1_code"":2351,""adm1_name"":""Tumbes""}]",2023-03-16,2023-09-26
2023-0138-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Burketown, Riversleigh, Gregory Downs, Doomadgee, and Normanton Towns (northern Queensland)",Heavy rains,,No,No,No,,,Km2,,,,2023,3,10,2023,3,14,,,170,,170,,,,,,,100,,2023-03-16,2023-09-26
2023-0140-SSD,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2023-000039,Cholera,SSD,South Sudan,Sub-Saharan Africa,Africa,Malakal (Upper Nile state),,,No,No,Yes,,,,,,,2023,2,22,2023,3,10,1,178,,,178,,,,,,,100,,2023-03-16,2023-09-26
2023-0141-TUR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TUR,Türkiye,Western Asia,Asia,Adiyaman and Sanliurfa provinces,,,No,No,No,,,Km2,,,,2023,3,14,2023,3,15,19,,,,,,,,,25000,25000,100,"[{""adm1_code"":3018,""adm1_name"":""Adiyaman""},{""adm1_code"":3083,""adm1_name"":""Sanliurfa""}]",2023-03-16,2023-09-26
2023-0155-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2023-000038,,ECU,Ecuador,Latin America and the Caribbean,Americas,"El Oro, Guayas, and Azuay",,,No,No,No,,6.8,Moment Magnitude,-2.837,-79.844,,2023,3,18,2023,3,18,14,494,126922,,127416,,,,,,,100,"[{""adm1_code"":1135,""adm1_name"":""Azuay""},{""adm1_code"":1141,""adm1_name"":""El Oro""},{""adm1_code"":22005,""adm1_name"":""Guayas""}]",2023-03-22,2023-09-26
2023-0155-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2023-000038,,PER,Peru,Latin America and the Caribbean,Americas,Tumbes,,,No,No,No,,6.8,Moment Magnitude,-2.837,-79.844,,2023,3,18,2023,3,18,1,1,140,,141,,,,,,,100,,2023-03-22,2023-09-26
2023-0156-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,AFG,Afghanistan,Southern Asia,Asia,Hindu Kush Mountain,,,No,No,No,,6.5,Moment Magnitude,36.519,70.946,,2023,3,21,2023,3,21,5,80,3265,,3345,,,,,,,100,,2023-03-22,2023-09-26
2023-0156-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PAK,Pakistan,Southern Asia,Asia,Khyber Pakhtunkhwa,,,No,No,No,,6.5,Moment Magnitude,36.519,70.946,,2023,3,21,2023,3,21,11,79,860,,939,,,,,,,100,"[{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2023-03-22,2023-09-26
2023-0157-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Ceara, Maranhao, Para, Pernambuco, and Piau States",,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,3,16,2023,3,23,6,,2400,,2400,,,,,50000,50000,100,"[{""adm1_code"":670,""adm1_name"":""Ceara""},{""adm1_code"":674,""adm1_name"":""Maranhao""},{""adm1_code"":678,""adm1_name"":""Para""},{""adm1_code"":681,""adm1_name"":""Pernambuco""},{""adm1_code"":682,""adm1_name"":""Piaui""}]",2023-03-23,2023-09-26
2023-0159-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PAK,Pakistan,Southern Asia,Asia,"Awaran, Zhob and Khuzdar Districts (Balochistan Province)",Heavy rains,,No,No,No,,,Km2,,,,2023,3,17,2023,3,22,10,,,,,,,,,,,100,"[{""adm2_code"":40289,""adm2_name"":""Awaran District""},{""adm2_code"":40300,""adm2_name"":""Khuzdar District""},{""adm2_code"":40313,""adm2_name"":""Zhob District""}]",2023-03-23,2023-09-26
2023-0160-SYR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SYR,Syrian Arab Republic,Western Asia,Asia,Aleppo and Idlib governorates,Heavy rains,,No,No,No,,,Km2,,,,2023,3,19,2023,3,22,,1,2850,,2851,,,,,,,100,"[{""adm1_code"":2834,""adm1_name"":""Aleppo""},{""adm1_code"":2843,""adm1_name"":""Idleb""}]",2023-03-23,2023-09-26
2023-0161-IND,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IND,India,Southern Asia,Asia,"Khandwa, Sagar, Satna, Raisen, Narmadapura, Dhar, Ratlam, Ashok Nagar and Damoh (Madhya Pradesh State)",,Hail|Lightening,No,No,No,,,Kph,,,,2023,3,17,2023,3,21,16,14,,,14,,,,,,,100,,2023-03-23,2023-09-26
2023-0166-NGA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2023-000034,Diphteria,NGA,Nigeria,Sub-Saharan Africa,Africa,"Kano, Yobe, Katsina, Sokoto, Enugu, Osun, Kaduna, Lagos, Zamfara, Bauchi, Gombe, Lagos, Yobe, Borno, Jigawa, Niger, Cross River, Imo, Kebbi, Nasarawa and the Federal Capitol Territory",,,No,No,No,,,,,,,2023,1,20,2023,10,10,562,9486,,,9486,,,,,,,100,"[{""adm1_code"":2224,""adm1_name"":""Kaduna""},{""adm1_code"":2225,""adm1_name"":""Kano""},{""adm1_code"":2226,""adm1_name"":""Katsina""},{""adm1_code"":2230,""adm1_name"":""Lagos""},{""adm1_code"":2232,""adm1_name"":""Ogun""},{""adm1_code"":2234,""adm1_name"":""Osun""},{""adm1_code"":2240,""adm1_name"":""Yobe""},{""adm1_code"":65703,""adm1_name"":""Enugu""},{""adm1_code"":65709,""adm1_name"":""Sokoto""},{""adm1_code"":65710,""adm1_name"":""Zamfara""}]",2023-03-23,2023-11-03
2023-0169-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Khoy City (West Azerbaijan Province),,,No,No,No,,5.6,Moment Magnitude,,,,2023,3,24,2023,3,24,,239,,,239,,,,,,,100,"[{""adm2_code"":41005,""adm2_name"":""Khoy""}]",2023-03-24,2023-09-26
2023-0172-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Baardheere District (Gedo Region); Galmudug, Hirshabelle, Jubaland, Puntland, South West State, Somaliland States",Gu rainy season,,No,No,No,,,Km2,,,Jubba River,2023,3,12,2023,3,24,21,2,100001,,100003,,,,,,,100,,2023-03-24,2023-09-26
2023-0173-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Mardan, Peshawar, South Waziristan and Khybe districts ( Khyber Pakhtunkhwa Province)",Heavy rains,,No,No,No,,,Km2,,,,2023,3,25,2023,3,25,14,,50,,50,,,,,,,100,,2023-03-27,2024-02-27
2023-0175-BOL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"El Torno, Santa Cruz de la Sierra municipalities (Santa Cruz Department)",Heavy rains,,No,No,No,,,Km2,,,Pirai and Rio Grande rivers,2023,3,21,2023,3,27,3,,9960,,9960,,,,,,,100,"[{""adm2_code"":40523,""adm2_name"":""Andres Ibañez""}]",2023-03-27,2024-06-26
2023-0176-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Rolling Fork, Silver City, Winona, Sharkey, Smithville, Amory and Montgomery (Mississippi); Alabama, Georgia, Tennessee",,,No,No,No,,,Kph,,,,2023,3,22,2023,3,27,25,72,6000,939,7011,,,,,2900000,2900000,100,,2023-03-27,2024-01-17
2023-0177-ECU,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2023-000058,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Alausí, La Esperanza, Control Norte, Nuevo Alausí, Pircapamba and Buain (Chimborazo Province)",Heavy rains,Flood,No,No,No,,,,,,,2023,3,26,2023,3,26,75,44,8400,,8444,,,,,,,100,"[{""adm2_code"":15351,""adm2_name"":""Alausi""}]",2023-03-29,2024-09-20
2023-0178-BOL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Cobija City (Pando Department),Heavy rains,,No,No,No,,,Km2,,,,2023,3,27,2023,3,29,,,1500,,1500,,,,,,,100,"[{""adm1_code"":648,""adm1_name"":""Pando""}]",2023-03-29,2023-09-26
2023-0179-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Brasileia, Assis Brasil, Xapuri, Rio Branco, Epitaciolândia Municipalities (Acre); Manaus Municipality (Amazonas)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,3,24,2023,3,27,,,15000,,15000,,,,,20000,20000,100,"[{""adm1_code"":683,""adm1_name"":""Rio De Janeiro""},{""adm2_code"":6334,""adm2_name"":""Assis Brasil""},{""adm2_code"":6335,""adm2_name"":""Brasileia""},{""adm2_code"":6339,""adm2_name"":""Epitaciolandia""},{""adm2_code"":6348,""adm2_name"":""Rio Branco""},{""adm2_code"":6354,""adm2_name"":""Xapuri""},{""adm2_code"":6509,""adm2_name"":""Manaus""}]",2023-03-29,2024-01-26
2023-0180-ZAF,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Ingquza Hill, King Sabata Dalindyebo and Port St Johns (Easter Cape Province)",Heavy rains,,No,No,No,,,Km2,,,,2023,3,23,2023,3,27,3,,500,,500,,,,,,,100,,2023-03-29,2023-09-26
2023-0187-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2023-000051,,ETH,Ethiopia,Sub-Saharan Africa,Africa,Dhawa Zone (Somali Region); Oromia and Afar Regions,Heavy rains,,No,No,No,,,Km2,,,,2023,3,25,2023,5,12,91,,240000,,240000,,,,,,,100,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2023-03-30,2023-09-26
2023-0187-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2023-000051,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mombasa, Kwale, Tana River, Taita-Taveta, Garissa, Wajir, Mandera, Marsabit, Isiolo, Turkana, West Pokot, Narok, Kajiado, Busia, Siaya, Kisumu, Homa Bay, Migori",Heavy rains,,No,No,No,,,Km2,,,,2023,3,25,2023,3,30,36,29,139135,,139164,,,,,,,100,,2023-03-30,2024-02-13
2023-0189-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PNG,Papua New Guinea,Melanesia,Oceania,East Sepik Province,,,No,No,No,,7,Moment Magnitude,-4.326,143.159,,2023,4,2,2023,4,2,8,11,13635,2628,16274,,,,,,,100,"[{""adm1_code"":2293,""adm1_name"":""East Sepik""}]",2023-04-03,2023-09-26
2023-0192-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Memphis (Tennessee); Owen and Sullivan counties (Indiana); Arkansas, Mississippi, Alabama, Illinois; Sussex county (Delaware); Oklahoma, Iowa, Kentucky, Ohio, Missouri, Kansas; Pennsylvania",,,No,No,No,,,Kph,,,,2023,3,30,2023,4,3,31,200,5544,735,6479,,,4300000,4300000,5500000,5500000,100,,2023-04-03,2024-01-16
2023-0193-COD,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Bulwa (Masisi, Nord-Kivu)",Heavy rains,,No,No,No,,,,,,,2023,4,2,2023,4,2,19,,,,,,,,,,,100,"[{""adm1_code"":1074,""adm1_name"":""Nord-Kivu""}]",2023-04-03,2023-09-26
2023-0200-COL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COL,Colombia,Latin America and the Caribbean,Americas,"Suarez, Caloto, La Vega, Jambaló and Santander de Quilichao muncipalities (Cauca)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,3,28,2023,3,31,1,,4500,,4500,,,,,,,100,"[{""adm2_code"":13726,""adm2_name"":""Caloto""},{""adm2_code"":13734,""adm2_name"":""Jambalo""},{""adm2_code"":13736,""adm2_name"":""La Vega""},{""adm2_code"":13751,""adm2_name"":""Santander De Quilichao""},{""adm2_code"":13754,""adm2_name"":""Suarez""}]",2023-04-03,2023-09-26
2023-0201-SOM,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Acute watery Diarrhoea/cholera,SOM,Somalia,Sub-Saharan Africa,Africa,"Kismayo, Belethawo, Afgoye, Afmadow",,,No,No,No,,,,,,,2023,1,1,2023,4,4,14,3428,,,3428,,,,,,,100,"[{""adm2_code"":25679,""adm2_name"":""Belet Xaawo""},{""adm2_code"":25687,""adm2_name"":""Afmadow""},{""adm2_code"":25690,""adm2_name"":""Kismaayo""},{""adm2_code"":25691,""adm2_name"":""Afgooye""}]",2023-04-04,2023-09-26
2023-0203-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Aratuba, Guaramiranga, Itapipoca, Missão Velha, Uruburetama, Altaneira, Antonina do Norte and Itapaje (Ceará state)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,3,29,2023,3,29,6,26,3693,,3719,,,,,,,100,"[{""adm2_code"":6953,""adm2_name"":""Altaneira""},{""adm2_code"":6956,""adm2_name"":""Antonina Do Norte""},{""adm2_code"":6963,""adm2_name"":""Aratuba""},{""adm2_code"":7015,""adm2_name"":""Guaramiranga""},{""adm2_code"":7033,""adm2_name"":""Itapage""},{""adm2_code"":7034,""adm2_name"":""Itapipoca""},{""adm2_code"":7060,""adm2_name"":""Missao Velha""},{""adm2_code"":7126,""adm2_name"":""Uruburetama""}]",2023-04-04,2023-09-26
2023-0204-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,Maranhão,Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,3,20,2023,3,21,5,,1152,,1152,,,,,,,100,"[{""adm1_code"":674,""adm1_name"":""Maranhao""}]",2023-04-04,2023-09-26
2023-0206-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Bollinger County (Missouri); Illinois, Kentucky, Iowa, Indiana, Ohio, Michigan",,,No,No,No,,,Kph,,,,2023,4,3,2023,4,7,5,5,225,36,266,,,,,2900000,2900000,100,"[{""adm2_code"":30169,""adm2_name"":""Bollinger""}]",2023-04-06,2024-01-17
2023-0208-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Peshawar, South Waziristan, Tank, Khyber, Lower Kohistan, Mardan, Hangu, Orakza, Bajaur (Khyber Pakhtunkhwa Province)Orakzai, Peshawar, Tank and ",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,3,24,2023,4,6,14,27,750,,777,,,,,,,100,"[{""adm2_code"":23631,""adm2_name"":""Bajaur Agency""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""},{""adm2_code"":40320,""adm2_name"":""Orakzai Agency""},{""adm2_code"":40321,""adm2_name"":""South Waziristan Agency""},{""adm2_code"":40336,""adm2_name"":""Hangu District""},{""adm2_code"":40340,""adm2_name"":""Kohistan District""},{""adm2_code"":40345,""adm2_name"":""Mardan District""},{""adm2_code"":40347,""adm2_name"":""Peshawar District""},{""adm2_code"":40351,""adm2_name"":""Tank District""}]",2023-04-06,2024-02-27
2023-0212-BLR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BLR,Belarus,Eastern Europe,Europe,"Vitebsk, Gomel, Minsk; Grodno and Mogilev regions",Heavy rainfall and snowmelt,,No,No,No,,,Km2,,,,2023,3,30,2023,4,2,,,420,,420,,,,,,,100,"[{""adm1_code"":594,""adm1_name"":""Gomel""},{""adm1_code"":595,""adm1_name"":""Grodno""},{""adm1_code"":596,""adm1_name"":""Minsk""},{""adm1_code"":598,""adm1_name"":""Mogilev""},{""adm1_code"":599,""adm1_name"":""Vitebsk""}]",2023-04-06,2023-09-26
2023-0212-LVA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,LVA,Latvia,Northern Europe,Europe,Upper Daugava and Augšdaugava regions,Heavy rainfall and snowmelt,,No,No,No,,,Km2,,,,2023,3,30,2023,4,2,,,200,,200,,,,,,,100,,2023-04-06,2023-09-26
2023-0214-NZL,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,NZL,New Zealand,Australia and New Zealand,Oceania,"Mapua Town, Nelson City (Tasman District); Auckland City",,Hail|Lightening,No,No,No,,,Kph,,,,2023,4,9,2023,4,10,,,303,,303,,,,,,,100,,2023-04-11,2023-09-26
2023-0215-KOR,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,KOR,Republic of Korea,Eastern Asia,Asia,Gangneung (Gangwon-do Province),,,No,No,No,,,Km2,,,,2023,4,11,2023,4,11,1,,500,,500,,,,,,,100,,2023-04-11,2023-09-26
2023-0221-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,"Piura, Lambayeque, Huancavelica, Lima, La Libertad DepartmentS",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,4,10,2023,4,12,25,,124326,,124326,,,,,305000,305000,100,"[{""adm1_code"":2336,""adm1_name"":""Huancavelica""},{""adm1_code"":2340,""adm1_name"":""La Libertad""},{""adm1_code"":2341,""adm1_name"":""Lambayeque""},{""adm1_code"":2342,""adm1_name"":""Lima""},{""adm1_code"":2347,""adm1_name"":""Piura""}]",2023-04-12,2024-01-29
2023-0222-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,"Bujumbura, Bujumbura Marie, Cibitoke and Muyinga Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Rusizi and the Rugogo Rivers,2023,3,31,2023,4,12,14,13,226,,239,,,,,,,100,"[{""adm1_code"":40543,""adm1_name"":""Bujumbura Mairie""},{""adm1_code"":40544,""adm1_name"":""Bujumbura Rural""},{""adm1_code"":40547,""adm1_name"":""Cibitoke""},{""adm1_code"":40554,""adm1_name"":""Muyinga""}]",2023-04-12,2023-09-26
2023-0225-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"Pembroke Pines, Dania Beach and Fort Lauderdale (Broward County, Hollywood, Florida)",Heavy rains,,No,No,No,,,Km2,,,,2023,4,12,2023,4,14,,,2000,,2000,,,,,1100000,1100000,100,,2023-04-14,2024-01-17
2023-0226-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Sumbawanga District (eastern Rukwa Region); Mara and Mtwara regions,Heavy rains,,No,No,No,,,Km2,,,Talanda River,2023,4,12,2023,4,17,13,,,24,24,,,,,,,100,"[{""adm1_code"":48366,""adm1_name"":""Mara""},{""adm1_code"":48369,""adm1_name"":""Mtwara""},{""adm2_code"":48476,""adm2_name"":""Sumbawanga Urban""},{""adm2_code"":115053,""adm2_name"":""Sumbawanga Rural""}]",2023-04-18,2023-09-26
2023-0227-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Parigi Moutong Regency (Central Sulawesi); Purwakarta Regency, Western Jawa",Heavy rains,,No,No,No,,,,,,,2023,4,15,2023,4,15,5,,130,,130,,,,,,,100,,2023-04-18,2023-09-26
2023-0229-IRN,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Bukan (West Azerbaijan Province); Mehran (Ilam Province); Alamut (Qazvin Province); Kermanshah, Ilam, Qazvin and Lorestan",,Flood,No,No,No,,,Kph,,,,2023,4,10,2023,4,14,3,,400,,400,,,,,,,100,,2023-04-18,2024-03-05
2023-0229-IRQ,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IRQ,Iraq,Western Asia,Asia,"Babil, Kirkuk, Sulaymaniyah and Erbil",,Flood,No,No,No,,,Kph,,,,2023,4,10,2023,4,14,3,,,,,,,,,,,100,,2023-04-19,2024-03-05
2023-0233-BRA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Guaíba, Serrinha, Porto Alegre, Lagoa dos Patos, Barra do Ribeiro cities (Rio Grande do Sul State)",Heavy rains,Hail|Lightening,No,No,No,,,Kph,,,,2023,4,16,2023,4,17,,,750,300,1050,,,,,,,100,,2023-04-19,2023-09-26
